customer_id,customer_code,customer_name,customer_type,business_reg_no,tax_id,contact_person,phone,email,line_id,website,billing_address,shipping_address,province,district,subdistrict,postal_code,latitude,longitude,delivery_instructions,preferred_delivery_time,channel_source,customer_segment,hub,status,created_by,remarks
B2305029,B2305029,Chocadoof สาขา สะแกงาม,PET SHOP,,,ศรัณยา ธรรมเที่ยง,,,,,93/17 ถ.กาญจนาภิเษก แขวงแสมดำ เขตบางขุนเทียน จ.กรุงเทพฯ,93/17 ถ.กาญจนาภิเษก แขวงแสมดำ เขตบางขุนเทียน จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.6278934,100.422823,,10.00-17.00,,,,active,admin,
B2305003,B2305003,Chocadoof สาขา สายไหม-เทพรักษ์,PET SHOP,,,ศรัณยา ธรรมเที่ยง,,,,,191 ถ.เทพรักษ์ แขวงท่าแร้ง เขตบางเขน จ.กรุงเทพฯ 10220,191 ถ.เทพรักษ์ แขวงท่าแร้ง เขตบางเขน จ.กรุงเทพฯ 10220,กรุงเทพฯ,,,,13.8813371,100.6264782,,10.00-17.00,,,,active,admin,
B2205216,B2205216,Chocadoof สาขา หอการค้า,PET SHOP,,,ศรัณยา ธรรมเที่ยง,,,,,258 ซ.ประชาสงเคราะห์ 27 แขวงดินแดง เขตดินแดง จ.กรุงเทพฯ 10400,258 ซ.ประชาสงเคราะห์ 27 แขวงดินแดง เขตดินแดง จ.กรุงเทพฯ 10400,กรุงเทพฯ,,,,13.7778196,100.5615578,,10.00-17.00,,,,active,admin,
B2411001,B2411001,Chocadoof สาขา เทพารักษ์ กม.11,PET SHOP,,,ศรัณยา ธรรมเที่ยง,,,,,72 ม.4 ปั๊มน้ำมันบางจาก สาขาเทพารักษ์ กม.11 อ.บางพลี ต.บางพลีใหญ่ สมุทรปาการ 10540,72 ม.4 ปั๊มน้ำมันบางจาก สาขาเทพารักษ์ กม.11 อ.บางพลี ต.บางพลีใหญ่ สมุทรปาการ 10540,กรุงเทพฯ,,,,13.6017719,100.6985155,,,,,,active,admin,
B2407007,B2407007,Chocadoof สาขา เพชรเกษม 39,PET SHOP,,,ศรัณยา ธรรมเที่ยง,,,,,705 (ปั้มบางจาก) ถ.เพชรเกษม แขวงบางหว้า เขตภาษีเจริญ จ.กรุงเทพฯ,705 (ปั้มบางจาก) ถ.เพชรเกษม แขวงบางหว้า เขตภาษีเจริญ จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.7905598,100.4471306,,10.00-17.00,,,,active,admin,
B2505023,B2505023,Chocadoof สาขา แจ้งวัฒนะ,PET SHOP,,,ศรัณยา ธรรมเที่ยง,,,,,53/4 ม.8 ต.บางตลาด อ.ปากเกร็ด จ.นนทบุรี 11120,53/4 ม.8 ต.บางตลาด อ.ปากเกร็ด จ.นนทบุรี 11120,นนทบุรี,,,,13.8971929,100.5269968,,,,,,active,admin,
B2205698,B2205698,Dog Club,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,338/3 ถ.สุขุมวิท ต.เนินพระ อ.เมือง จ.ระยอง,338/3 ถ.สุขุมวิท ต.เนินพระ อ.เมือง จ.ระยอง,ระยอง,,,,12.6826268,101.2655549,,10.00-16.00,,,"HUB บางละมุง	",active,admin,ส่วนลดค้าส่ง 2%
B2305030,B2305030,Dog Club (คลังปทุมธานี),PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,24/4 ม.2 ซ.เทศบาล 3 ต.บางเตย อ.สามโคก จ.ปทุมธานี 12160,24/4 ม.2 ซ.เทศบาล 3 ต.บางเตย อ.สามโคก จ.ปทุมธานี 12160,ปทุมธานี,,,,14.0698155,100.5063489,,10.00-16.00,,,DC บางพลี,active,admin,ส่วนลดค้าส่ง 2%
B2410032,B2410032,Dog Club Extra,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,63/11 ม.3 ถ.สุขุมวิท ต.ทับมา อ.เมืองระยอง จ.ระยอง 21000,63/11 ม.3 ถ.สุขุมวิท ต.ทับมา อ.เมืองระยอง จ.ระยอง 21000,ระยอง,,,,12.6982117,101.2580449,,,,,"HUB บางละมุง	",active,admin,ส่วนลดค้าส่ง 2%
B2310002,B2310002,Dog Enjoy สาขา ชัยพฤกษ์,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,120/3-6 ม.12 ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,120/3-6 ม.12 ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,ชลบุรี,,,,12.9239757,100.9230843,,10.30-15.00,,,"HUB บางละมุง	",active,admin,ส่วนลด Display 2% + ส่วนลดค้าส่ง 2%
B2205674,B2205674,Dog Enjoy สาขา นาเกลือ,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,472/39 ต.นาเกลือ อ.บางละมุง จ.ชลบุรี,472/39 ต.นาเกลือ อ.บางละมุง จ.ชลบุรี,ชลบุรี,,,,12.9250217,100.8955698,,10.30-15.00,,,"HUB บางละมุง	",active,admin,ส่วนลด Display 2% + ส่วนลดค้าส่ง 2%
B2310010,B2310010,Dog Enjoy สาขา ปั๊มบางจาก,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,15/89 ม.11 ต.หนองปรือ อ.บางละมุง จ.ชลบุรี,15/89 ม.11 ต.หนองปรือ อ.บางละมุง จ.ชลบุรี,ชลบุรี,,,,12.9256482,100.9196557,,10.30-15.00,,,"HUB บางละมุง	",active,admin,ส่วนลด Display 2% + ส่วนลดค้าส่ง 2%
B2309026,B2309026,Dog Enjoy สาขา ศรีราชา,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,137/19-22 ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี 20110,137/19-22 ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี 20110,ชลบุรี,,,,13.1662975,100.9314325,,10.30-15.00,,,"HUB บางละมุง	",active,admin,ส่วนลด Display 2% + ส่วนลดค้าส่ง 2%
B2308026,B2308026,Dog Enjoy สาขา เครือสหพัฒน์,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,88/88 ม.11 ต.หนองขาม อ.ศรีราชา จ.ชลบุรี 20110,88/88 ม.11 ต.หนองขาม อ.ศรีราชา จ.ชลบุรี 20110,ชลบุรี,,,,13.1034636,100.965377,,10.30-15.00,,,"HUB บางละมุง	",active,admin,ส่วนลด Display 2% + ส่วนลดค้าส่ง 2%
B2205673,B2205673,Dog Enjoy สาขา เลียบทางรถไฟ,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,107/22 ม.13 ต.หนองปรือ อ.บางละมุง จ.ชลบุรี,107/22 ม.13 ต.หนองปรือ อ.บางละมุง จ.ชลบุรี,ชลบุรี,,,,12.9255852,100.9205713,,10.30-15.00,,,"HUB บางละมุง	",active,admin,ส่วนลด Display 2% + ส่วนลดค้าส่ง 2%
B2302001,B2302001,Dog Paradise,FARM,,,บริษัท,,,,,15 ถ.เฉลิมพระเกียรติ ร.9 ซอย 32 แขวงหนองบอน เขตประเวศ จ.กรุงเทพฯ,15 ถ.เฉลิมพระเกียรติ ร.9 ซอย 32 แขวงหนองบอน เขตประเวศ จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.6858064,100.6697101,,,,,,active,admin,
B2211052,B2211052,Dragon Petshop,PET SHOP,,,นฤทัย สุโพเคน,,,,,24/3 ถ.เคหะร่มเกล้า แขวงราษฎร์พัฒนา เขตสะพานสูง จ.กรุงเทพฯ 10240,24/3 ถ.เคหะร่มเกล้า แขวงราษฎร์พัฒนา เขตสะพานสูง จ.กรุงเทพฯ 10240,กรุงเทพฯ,,,,13.7655165,100.7238247,,13.00-17.00,,,,active,admin,ต้องมีเด็กติดรถ
B0000018,B0000018,East,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,-,-,กรุงเทพฯ,,,,,,,,,,,active,admin,
B2412012,B2412012,FARMWAY AGI TRADING,PET SHOP,,,บริษัท,,,,,"163 L GRUET ST., SAN JUAN CITY,
PHILIPPINES","163 L GRUET ST., SAN JUAN CITY,
PHILIPPINES",PHILIPPINES,,,,,,,,,,,active,admin,
B2205663,B2205663,FOOD FIT PET MART (ฟู๊ด ฟิท เพ็ท มาร์ท),PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,470/13 ม.5 ต.นาเกลือ อ.บางละมุง จ.ชลบุรี,470/13 ม.5 ต.นาเกลือ อ.บางละมุง จ.ชลบุรี,ชลบุรี,,,,12.9519973,100.9109653,,10.00-17.00,,,"HUB บางละมุง	",active,admin,
B2211004,B2211004,Four Pets,PET SHOP,,,ชาตรี ไข่แก้ว,,,,,97/37 ม.8 ต.บานา อ.เมืองปัตตานี จ.ปัตตานี 94000,97/37 ม.8 ต.บานา อ.เมืองปัตตานี จ.ปัตตานี 94000,ปัตตานี,,,,6.8768163,101.2609989,,09.00-17.00,,,HUB หาดใหญ่,active,admin,
B2307025,B2307025,Hanaru Cat Store,PET SHOP,,,ณิชากร อ่อนเทศ,,,,,545/28 มบ.Eternity Town Primrose วัชรพล ถ.สุขาภิบาล 5 แขวงสายไหม เขตสายไหม จ.กรุงเทพฯ 10220,545/28 มบ.Eternity Town Primrose วัชรพล ถ.สุขาภิบาล 5 แขวงสายไหม เขตสายไหม จ.กรุงเทพฯ 10220,กรุงเทพฯ,,,,13.917347,100.6831277,,10.00-17.00,,,,active,admin,"สั่งซื้อสินค้าครบ 20,000 บาทส่วนลด 2%"
B2502042,B2502042,Happy Morning (แฮปปี้ มอร์นิ่ง),FARM,,,บริษัท,,,,,929/81 หมู่บ้านวิลลาจจิโอ สุขสวัสดิ์-ประชาอุทิศ ต.ในคลองบางปลากด อ.พระสมุทรเจดีย์ จ.สมุทรปราการ 10290,929/81 หมู่บ้านวิลลาจจิโอ สุขสวัสดิ์-ประชาอุทิศ ต.ในคลองบางปลากด อ.พระสมุทรเจดีย์ จ.สมุทรปราการ 10290,สมุทรปราการ,,,,13.5936736,100.5101399,,,,,,active,admin,
B2405006,B2405006,Happy Paws สาขา ตลาดลุงออม,PET SHOP,,,เมธาวี แย้มเมืองไชย,,,,,88/18 ต.ปลายบาง อ.บางกรวย จ.นนทบุรี,88/18 ต.ปลายบาง อ.บางกรวย จ.นนทบุรี,นนทบุรี,,,,13.8261322,100.4001513,,10.00-17.00,,,DC บางพลี,active,admin,
B2210055,B2210055,Happy Paws สาขา สายสี่,PET SHOP,,,เมธาวี แย้มเมืองไชย,,,,,"169/1 สายสี่สแควร์
ต.กระทุ่มล้ม อ.สามพราน จ.นครปฐม 73220","169/1 สายสี่สแควร์
ต.กระทุ่มล้ม อ.สามพราน จ.นครปฐม 73220",นครปฐม,,,,13.7423095,100.3261771,,10.00-17.00,,,DC บางพลี,active,admin,
B2405011,B2405011,Happy Paws สาขา อยุธยา ท่าเรือ,PET SHOP,,,เมธาวี แย้มเมืองไชย,,,,,632/24 ต.ท่าเรือ อ.ท่าเรือ จ.อยุธยา,632/24 ต.ท่าเรือ อ.ท่าเรือ จ.อยุธยา,อยุธยา,,,,14.5660043,100.718241,,10.00-17.00,,,HUB อยุธยา,active,admin,
B2505046,B2505046,Homepro บางบัวทอง,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,125 หมู่ที่ 6 ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี 11110,125 หมู่ที่ 6 ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี 11110,นนทบุรี,,,,,,,,,,,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค) / เปิดไม่ถึงขั้นตํ่า
B2505038,B2505038,Homepro ระยอง,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,560 ถ.สุขุมวิท ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21000,560 ถ.สุขุมวิท ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21000,ระยอง,,,,,,,,,,,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค) / เปิดไม่ถึงขั้นตํ่า
